id,citations,hindex,gindex,title,cs_author,biology_author,sociology_author,is_bridge_node,label
224735,7538,26,86,3,0,1,0,0,224735
268065,10045,37,100,0,0,1,0,0,268065
289134,2878,32,53,3,0,1,0,0,289134
295175,4796,19,69,3,0,1,0,0,295175
327813,7215,32,84,3,0,0,0,0,327813
91191,100,6,9,0,1,0,0,0,91191
111586,2173,20,46,0,1,0,0,0,111586
118573,187,8,13,0,1,0,0,0,118573
263257,557,14,23,0,1,0,0,0,263257
306208,263,11,15,0,1,0,0,0,306208
332850,429,11,20,0,1,0,0,0,332850
334291,175,8,13,0,0,0,0,0,334291
379140,98,5,9,0,0,0,0,0,379140
34999,610,7,24,0,0,1,0,0,34999
39118,344,10,16,3,0,0,0,0,39118
65162,11790,49,98,3,0,0,0,0,65162
108593,4973,27,70,3,1,0,0,0,108593
160096,2362,18,48,3,1,0,0,0,160096
216593,1943,20,44,0,1,0,0,0,216593
250796,734,13,25,0,0,0,0,0,250796
312957,694,13,25,3,1,0,0,0,312957
15355,116,1,10,0,0,0,0,0,15355
230932,1551,20,39,3,0,0,0,0,230932
392269,6,1,2,0,0,0,0,0,392269
15357,133,6,11,3,0,0,0,0,15357
87421,428,11,20,3,0,0,1,0,87421
226829,582,11,24,3,0,0,0,0,226829
33589,505,11,22,0,0,1,0,0,33589
43152,1729,17,41,0,0,0,0,0,43152
64234,3362,35,57,3,0,1,0,0,64234
82080,477,10,21,0,1,1,0,0,82080
111588,4943,15,70,3,0,1,0,0,111588
138433,197,5,14,2,0,0,0,0,138433
154709,101,5,10,0,1,1,0,0,154709
171800,283,8,16,2,0,1,0,0,171800
192184,638,8,25,2,0,0,0,0,192184
204082,1781,18,42,0,1,1,0,0,204082
233453,9772,38,98,3,0,1,0,0,233453
235015,138,7,11,2,0,0,0,0,235015
245171,364,7,19,0,0,0,0,0,245171
247296,65,4,8,0,0,0,0,0,247296
260035,2330,12,48,0,1,1,0,0,260035
265852,159,6,12,2,1,0,0,0,265852
273277,944,14,30,0,0,0,0,0,273277
312575,1902,26,42,3,0,0,0,0,312575
329158,8040,51,87,0,1,1,0,0,329158
350309,519,8,22,0,0,1,0,0,350309
367088,337,8,18,0,0,1,0,0,367088
389750,904,19,28,3,0,0,0,0,389750
15360,269,3,16,0,0,0,0,0,15360
285784,1175,18,34,0,0,1,0,0,285784
15362,66,3,8,0,1,0,0,0,15362
238941,111,5,10,0,0,0,0,0,238941
259305,32,4,5,1,0,0,0,0,259305
15374,6,2,2,0,1,0,0,0,15374
15376,13466,42,116,3,0,0,0,0,15376
21618,62,3,7,0,0,0,0,0,21618
45017,1619,14,40,3,0,0,0,0,45017
140151,645,9,25,3,0,0,0,0,140151
168221,4501,34,66,0,0,0,0,0,168221
286208,980,10,31,3,0,0,0,0,286208
287176,18431,72,134,3,0,1,1,0,287176
346486,1316,20,36,0,0,0,0,0,346486
348890,3522,33,58,3,0,0,0,0,348890
15377,873,13,29,0,0,1,0,0,15377
217185,3145,29,55,2,0,1,0,0,217185
236304,959,13,30,3,0,1,0,0,236304
306375,329,7,18,3,0,1,0,0,306375
363252,95,6,9,0,0,1,0,0,363252
372204,2851,28,52,2,0,1,0,0,372204
50153,100,6,9,0,1,0,0,0,50153
122139,20,2,4,1,1,0,0,0,122139
302597,15139,58,121,0,0,0,0,0,302597
342267,1470,18,37,0,0,0,0,0,342267
169093,135,7,11,0,0,0,0,0,169093
15383,24,3,4,0,0,1,0,0,15383
65713,116,7,10,0,0,1,0,0,65713
370605,73,6,8,0,0,0,0,0,370605
15385,1877,22,42,0,0,0,0,0,15385
153399,291,8,17,0,0,0,0,0,153399
183134,964,16,30,0,0,0,0,0,183134
21089,1560,19,36,0,1,0,0,0,21089
23348,1629,21,35,0,0,0,0,0,23348
64993,1315,19,34,3,1,0,0,0,64993
66405,239,5,15,0,0,1,0,0,66405
155534,1510,17,38,3,1,0,0,0,155534
165378,5102,35,67,3,0,0,0,0,165378
181500,3761,32,51,0,1,1,0,0,181500
210831,59,3,7,0,1,0,0,0,210831
215216,2937,29,49,0,0,0,0,0,215216
224640,755,14,26,0,0,0,0,0,224640
259209,3463,30,57,0,1,1,0,0,259209
261931,146,7,10,0,0,0,0,0,261931
281205,241,10,13,3,1,1,0,0,281205
281693,940,15,29,0,1,1,0,0,281693
283288,214,6,14,0,1,0,0,0,283288
297071,415,10,20,0,1,0,0,0,297071
297639,1818,24,39,3,0,0,0,0,297639
307327,42,4,5,0,1,0,0,0,307327
315748,2036,21,43,0,0,0,0,0,315748
351522,449,13,19,0,1,0,0,0,351522
352764,57,5,7,0,0,0,0,0,352764
354113,112,5,9,3,1,0,0,0,354113
354344,1450,21,37,0,1,1,0,0,354344
372585,321,7,17,0,1,0,0,0,372585
385110,82,4,8,0,0,0,0,0,385110
398571,1260,17,34,0,1,0,0,0,398571
399143,398,11,18,0,1,0,0,0,399143
402028,1192,19,32,3,0,0,0,0,402028
213297,8,2,2,0,1,0,0,0,213297
15388,323,9,17,0,0,1,0,0,15388
88227,2335,20,48,0,0,0,0,0,88227
143511,2006,20,44,0,0,0,0,0,143511
149823,5142,34,70,0,0,1,0,0,149823
370069,15,2,3,0,1,1,0,0,370069
15389,381,9,18,0,0,0,0,0,15389
243352,1112,15,33,0,0,0,0,0,243352
251621,6602,36,80,3,0,0,0,0,251621
360626,135,6,11,3,0,0,0,0,360626
105000,1905,24,43,0,0,0,0,0,105000
291389,800,13,27,0,0,0,0,0,291389
383033,666,15,23,0,1,0,0,0,383033
15393,123,5,11,0,0,0,0,0,15393
62610,57,2,7,0,0,1,0,0,62610
286613,123,5,11,0,0,0,0,0,286613
33375,266,10,13,0,0,0,0,0,33375
213874,133,7,10,0,0,1,0,0,213874
15398,10906,53,104,0,0,0,0,0,15398
34116,287,8,16,0,0,0,0,0,34116
98290,427,12,20,0,0,0,0,0,98290
118447,2277,14,47,0,0,0,0,0,118447
221106,284,8,16,0,0,0,0,0,221106
328262,5577,35,74,3,0,0,0,0,328262
369609,763,15,27,3,0,0,0,0,369609
378291,2326,29,46,0,0,0,0,0,378291
379696,25340,80,158,0,0,0,0,0,379696
40523,778,7,27,1,1,0,0,0,40523
209380,3222,22,56,3,1,0,0,0,209380
231148,73,6,7,1,1,0,0,0,231148
234392,164,7,12,1,0,0,0,0,234392
243492,118,6,10,0,1,0,0,0,243492
270999,121,7,10,0,0,0,0,0,270999
274746,160,6,12,0,1,0,0,0,274746
317810,41,4,5,0,1,0,0,0,317810
370685,110,7,9,0,1,0,0,0,370685
15406,1223,19,34,0,0,0,0,0,15406
29152,56,2,7,0,0,1,0,0,29152
94006,401,12,19,0,0,0,0,0,94006
209149,1099,18,33,0,0,0,0,0,209149
321616,945,16,30,0,0,1,0,0,321616
336702,277,7,16,0,0,0,0,0,336702
350068,1092,18,33,0,0,0,0,0,350068
352640,775,12,27,0,0,0,0,0,352640
15407,3,1,1,0,0,0,0,0,15407
326704,426,10,20,0,0,0,0,0,326704
366820,167,7,12,0,0,0,0,0,366820
16315,68,3,8,0,1,0,0,0,16315
20833,268,7,16,0,1,0,0,0,20833
76973,1313,11,36,3,1,0,0,0,76973
80984,239,9,15,1,1,1,0,0,80984
81052,2,1,1,1,1,0,0,0,81052
89128,38082,64,195,0,1,0,0,0,89128
111357,306,6,17,0,1,0,0,0,111357
165296,9,1,3,0,1,0,0,0,165296
185739,102,5,9,0,1,0,0,0,185739
188389,805,11,28,0,0,0,0,0,188389
190045,15,2,3,1,1,0,0,0,190045
211753,193,7,13,0,1,0,0,0,211753
231097,567,8,23,0,1,0,0,0,231097
231840,607,3,24,0,1,0,0,0,231840
254500,1946,15,44,0,1,0,0,0,254500
322336,1484,20,38,0,1,0,0,0,322336
339764,10231,41,101,3,1,0,0,0,339764
368354,98,6,9,0,1,0,0,0,368354
374042,1952,26,43,3,1,0,0,0,374042
15409,13,2,3,1,0,1,0,0,15409
152108,4,2,2,1,0,0,0,0,152108
31029,731,14,25,0,0,0,0,0,31029
66001,957,17,25,0,0,0,0,0,66001
236359,959,17,25,0,0,0,0,0,236359
267645,99,4,9,1,0,0,0,0,267645
312891,2108,27,43,0,0,0,0,0,312891
101666,7241,46,81,3,0,0,0,0,101666
110983,372,7,19,0,0,0,0,0,110983
118789,771,15,27,0,1,0,0,0,118789
383754,145,7,12,0,0,0,0,0,383754
15414,52,3,7,0,0,0,0,0,15414
45846,115,7,9,0,0,1,0,0,45846
102558,766,16,23,3,0,0,0,0,102558
288003,105,6,10,0,0,1,0,0,288003
15416,8885,53,92,3,0,1,0,0,15416
39705,6705,44,79,3,0,1,0,0,39705
52574,1156,19,32,3,0,1,0,0,52574
78223,4248,29,65,0,0,1,0,0,78223
105285,3739,29,61,0,0,1,0,0,105285
114719,384,10,19,0,0,1,0,0,114719
116601,601,11,24,0,0,1,0,0,116601
163002,889,16,29,0,0,1,0,0,163002
168285,1757,15,41,0,0,0,0,0,168285
199665,2461,27,49,0,0,1,0,0,199665
212019,1162,13,34,0,0,1,0,0,212019
261166,2214,22,47,3,0,1,0,0,261166
267622,2002,19,44,0,0,0,0,0,267622
316574,1798,19,42,0,0,1,0,0,316574
162072,2851,25,53,0,0,1,0,0,162072
208226,167,7,12,2,0,1,0,0,208226
22972,22,2,4,3,0,0,0,0,22972
15420,2,1,1,0,0,0,0,0,15420
15421,80,5,8,3,0,0,0,0,15421
201914,968,12,31,0,0,0,0,0,201914
15425,1549,15,39,1,1,0,0,0,15425
49594,90,7,8,0,1,0,0,0,49594
115102,2752,19,52,0,1,0,0,0,115102
129908,46,5,5,0,0,0,0,0,129908
165846,8413,35,90,3,0,0,0,0,165846
207433,886,7,29,3,1,0,0,0,207433
15429,837,17,27,0,0,0,0,0,15429
67420,1952,20,44,0,0,0,0,0,67420
88614,290,8,15,0,0,0,0,0,88614
99949,1631,25,38,0,0,0,0,0,99949
103128,236,9,15,0,0,0,0,0,103128
127365,2068,23,43,0,0,0,0,0,127365
354514,174,7,13,0,0,1,0,0,354514
15430,406,7,20,0,0,0,0,0,15430
33514,631,9,24,3,0,0,0,0,33514
15433,818,15,26,3,1,0,0,0,15433
280504,866,14,28,3,1,0,0,0,280504
377711,236,6,15,0,0,0,0,0,377711
15436,234,8,15,0,1,0,0,0,15436
26992,48,5,6,2,1,0,0,0,26992
154722,197,7,13,0,1,0,0,0,154722
178357,39,3,5,0,1,0,0,0,178357
220798,97,4,9,0,0,0,0,0,220798
265350,3516,15,59,3,1,0,0,0,265350
15439,368,9,18,0,1,0,0,0,15439
54779,109,6,10,0,1,0,0,0,54779
208357,1237,13,35,0,1,1,0,0,208357
33131,6285,33,79,0,0,0,0,0,33131
64996,16274,63,125,3,0,0,0,0,64996
103124,87,5,9,2,0,0,0,0,103124
120252,150,5,12,2,0,0,0,0,120252
131229,3460,31,58,0,0,0,0,0,131229
142336,5784,42,75,3,0,0,0,0,142336
179669,5962,37,76,0,0,0,0,0,179669
198178,2535,28,50,0,0,0,0,0,198178
207128,34375,99,178,0,0,0,0,0,207128
300011,11635,50,107,0,0,0,0,0,300011
353289,2324,27,48,3,0,0,0,0,353289
363943,509,14,20,0,0,0,0,0,363943
15443,2,1,1,0,1,0,0,0,15443
77624,176,7,12,3,0,0,0,0,77624
271665,176,7,12,0,0,0,0,0,271665
15444,50,4,7,0,0,0,0,0,15444
15446,142,3,11,0,0,0,0,0,15446
36605,630,12,24,3,0,0,0,0,36605
120911,141,3,11,0,0,0,0,0,120911
22109,36,4,5,0,0,0,0,0,22109
74732,1309,21,32,3,0,0,0,0,74732
200331,229,7,12,0,0,0,0,0,200331
254691,11041,50,94,3,0,0,0,0,254691
345274,948,17,29,0,0,0,0,0,345274
368440,5603,25,74,3,1,0,0,0,368440
15452,121,8,10,0,0,0,0,0,15452
87143,72,3,8,0,0,0,0,0,87143
273168,1440,15,37,3,0,0,0,0,273168
48116,381,9,19,0,0,0,0,0,48116
121298,61,4,7,0,0,1,0,0,121298
323775,224,4,14,1,0,0,0,0,323775
15456,904,11,30,3,0,1,0,0,15456
87584,97,5,9,0,0,1,0,0,87584
139742,109,5,10,0,0,1,0,0,139742
275319,165,7,12,0,0,1,0,0,275319
281436,541,12,23,2,0,1,0,0,281436
356664,323,6,17,0,0,1,0,0,356664
15457,1727,22,41,3,0,0,0,0,15457
32250,37,3,5,0,0,0,0,0,32250
70533,2347,27,47,0,0,0,0,0,70533
107247,5903,43,74,0,0,0,0,0,107247
249631,716,13,25,0,0,0,0,0,249631
260801,2193,20,46,0,0,0,0,0,260801
300023,438,11,20,0,0,0,0,0,300023
349221,732,16,26,0,0,0,0,0,349221
381912,487,8,22,3,0,0,0,0,381912
15458,227,5,15,3,0,0,0,0,15458
74260,227,5,15,3,0,0,1,0,74260
169849,322,5,17,0,0,0,1,0,169849
15459,239,6,15,0,0,0,0,0,15459
336697,3340,23,57,0,1,0,0,0,336697
15461,104,6,10,0,0,0,0,0,15461
187507,1261,12,35,3,0,0,0,0,187507
345214,1219,20,33,3,0,0,0,0,345214
15462,15,3,3,0,0,0,0,0,15462
157885,1522,23,37,0,0,0,0,0,157885
15465,0,0,0,0,0,1,0,0,15465
86206,236,8,15,0,0,1,0,0,86206
93191,619,14,22,0,0,1,0,0,93191
43766,1275,15,35,0,0,0,0,0,43766
360483,782,15,27,3,0,0,0,0,360483
15468,71,5,8,0,1,0,0,0,15468
15471,101,6,10,2,0,0,0,0,15471
54000,205,6,14,0,1,0,0,0,54000
123273,180,5,13,0,1,0,0,0,123273
308169,31,3,5,0,0,0,0,0,308169
31896,63,4,7,0,0,0,0,0,31896
118065,505,11,22,0,0,0,0,0,118065
15475,222,7,12,0,0,0,0,0,15475
43417,24,4,4,0,1,0,0,0,43417
117221,36,4,5,0,1,0,0,0,117221
148398,310,9,15,0,1,0,0,0,148398
157922,26,3,4,0,0,0,0,0,157922
309647,19,2,4,0,1,0,0,0,309647
314231,1973,22,43,3,1,0,0,0,314231
341399,41,5,5,0,0,0,0,0,341399
36267,2989,32,51,0,1,0,0,0,36267
64606,195,8,13,0,1,1,0,0,64606
100630,6707,45,76,3,0,1,0,0,100630
178420,2060,24,45,3,0,0,0,0,178420
180996,468,13,21,0,0,0,0,0,180996
186394,41,4,6,0,0,0,0,0,186394
199430,90,4,9,0,0,0,0,0,199430
292125,1765,17,42,3,0,0,0,0,292125
337747,606,10,24,0,0,1,0,0,337747
391327,6667,44,75,3,0,1,0,0,391327
15480,166,6,12,0,0,1,0,0,15480
160638,467,10,21,0,0,0,0,0,160638
290569,82,5,7,2,0,0,0,0,290569
401081,105,6,10,0,0,1,0,0,401081
78707,226,8,14,2,0,0,0,0,78707
150634,454,12,21,0,1,0,0,0,150634
204775,57,5,7,0,1,0,0,0,204775
351668,2069,21,45,2,1,0,0,0,351668
17693,245,4,15,0,0,0,0,0,17693
53387,2692,29,44,0,0,0,0,0,53387
155274,1870,21,43,0,0,0,0,0,155274
169269,615,8,24,0,0,0,0,0,169269
229994,3577,31,57,3,0,0,0,0,229994
83182,8907,20,94,3,0,0,0,0,83182
104886,2352,24,44,0,0,0,0,0,104886
173083,9341,28,96,3,0,0,0,0,173083
176680,2116,14,46,3,0,0,0,0,176680
188091,2376,24,45,3,0,0,0,0,188091
196182,538,12,22,3,0,0,0,0,196182
196233,589,8,24,0,0,0,0,0,196233
204303,5411,16,73,0,0,0,0,0,204303
246418,2356,24,45,0,0,0,0,0,246418
254320,5296,19,72,3,0,0,0,0,254320
258529,7568,25,86,3,0,0,0,0,258529
296357,466,9,21,3,0,0,0,0,296357
340579,7903,31,88,3,1,0,0,0,340579
15485,85,5,9,0,0,1,0,0,15485
96910,210,4,14,0,0,0,0,0,96910
231288,97,5,9,0,0,0,0,0,231288
15487,327,12,17,0,1,0,0,0,15487
95315,6530,44,76,3,1,0,0,0,95315
145910,376,8,19,0,1,0,0,0,145910
155412,1529,22,38,0,1,0,0,0,155412
208058,127,6,11,1,1,0,0,0,208058
263241,32,3,5,1,1,0,0,0,263241
342554,762,15,27,0,0,0,0,0,342554
15488,81,5,9,0,0,0,0,0,15488
244537,119,7,10,0,0,0,0,0,244537
15490,796,15,27,3,0,1,0,0,15490
33883,10402,47,98,0,0,0,0,0,33883
365340,7104,41,81,3,1,0,0,0,365340
15491,502,10,22,2,0,1,0,0,15491
24523,1333,21,36,0,0,0,0,0,24523
38666,7230,38,85,3,0,0,0,0,38666
15492,424,9,20,0,1,0,0,0,15492
69838,191,5,13,0,1,0,0,0,69838
342895,24,3,4,1,1,0,0,0,342895
23966,164,9,12,0,0,0,0,0,23966
49889,48,3,6,0,0,1,0,0,49889
136998,75,4,8,0,0,1,0,0,136998
140728,2023,25,44,0,0,1,0,0,140728
324065,1970,18,44,0,0,0,0,0,324065
15497,149,4,12,0,0,0,0,0,15497
15501,1165,17,33,3,0,1,0,0,15501
67103,186,5,13,1,1,1,0,0,67103
225077,389,7,19,3,1,0,0,0,225077
231468,220,7,14,0,0,0,0,0,231468
270055,389,7,19,3,1,0,0,0,270055
295595,987,17,26,3,0,0,0,0,295595
15505,19,4,4,0,1,0,0,0,15505
75642,381,11,18,0,1,0,0,0,75642
270482,134,4,11,0,1,0,0,0,270482
15509,3448,24,54,3,0,0,0,0,15509
15510,824,11,28,0,0,0,0,0,15510
292361,624,9,24,3,0,0,0,0,292361
99535,85,3,9,0,1,1,0,0,99535
130202,81,5,8,0,0,0,0,0,130202
183326,56,5,7,2,1,1,0,0,183326
213772,147,8,11,0,1,1,0,0,213772
214517,1918,20,43,0,1,1,0,0,214517
242471,949,14,30,0,1,0,0,0,242471
248127,70,2,8,0,1,0,0,0,248127
250554,3161,28,55,0,0,0,0,0,250554
382586,145,7,11,2,1,1,0,0,382586
15515,463,9,21,0,0,1,0,0,15515
264958,133,7,11,0,0,1,0,0,264958
299200,406,11,20,3,0,1,0,0,299200
15706,818,11,28,2,1,0,0,0,15706
30217,2651,24,50,0,0,0,0,0,30217
58884,2497,27,49,3,0,0,0,0,58884
67952,308,10,17,0,0,0,0,0,67952
80211,238,5,15,0,0,0,0,0,80211
94207,3282,33,53,0,0,0,0,0,94207
98956,2061,25,41,0,0,0,0,0,98956
123795,1424,19,35,0,0,0,0,0,123795
128609,7067,45,79,0,1,0,0,0,128609
131882,1316,15,36,3,0,0,0,0,131882
133858,1792,21,38,3,0,0,0,0,133858
134172,383,8,19,3,0,0,0,0,134172
158384,3763,30,59,0,0,0,0,0,158384
159177,553,11,23,0,1,0,0,0,159177
162464,591,13,24,0,0,0,0,0,162464
163963,2823,25,52,0,0,0,0,0,163963
195321,53,4,7,1,0,0,0,0,195321
199071,296,10,16,0,0,0,0,0,199071
218923,140,7,11,0,1,0,0,0,218923
274587,62,4,7,0,0,0,0,0,274587
302426,4,1,2,0,0,0,0,0,302426
310682,250,7,15,0,0,0,0,0,310682
319066,12556,56,101,0,1,0,0,0,319066
321532,314,8,15,0,0,0,0,0,321532
328699,771,13,25,0,1,0,0,0,328699
329311,1860,23,38,3,1,0,0,0,329311
341677,1174,20,29,0,0,0,0,0,341677
343461,2821,25,52,0,0,0,0,0,343461
349500,7883,45,88,0,1,0,0,0,349500
390808,31182,77,170,3,1,0,0,0,390808
396438,18920,66,135,3,0,0,0,0,396438
397632,4235,31,58,0,0,0,0,0,397632
380975,493,9,22,0,0,0,0,0,380975
262429,216,9,12,0,0,0,0,0,262429
311084,127,7,10,0,1,0,0,0,311084
393051,50,5,7,2,0,0,0,0,393051
15524,1541,20,39,3,0,0,0,0,15524
341721,728,14,21,0,0,0,0,0,341721
15525,14,2,3,0,1,0,0,0,15525
81542,168,8,12,0,1,0,0,0,81542
95989,332,11,18,0,1,0,0,0,95989
196113,431,11,20,0,1,0,0,0,196113
305778,431,11,20,0,1,0,0,0,305778
49032,5403,35,71,3,1,0,0,0,49032
77041,1299,19,34,0,0,0,0,0,77041
123326,201,6,14,0,0,0,0,0,123326
130177,1229,20,30,3,0,0,0,0,130177
130653,6598,40,77,0,0,1,0,0,130653
156215,39,3,6,1,0,0,0,0,156215
250017,2594,25,49,3,1,1,0,0,250017
293066,357,11,18,0,1,1,0,0,293066
329330,1031,13,32,3,1,0,0,0,329330
337878,1880,24,42,3,0,1,0,0,337878
385060,271,10,13,0,1,0,0,0,385060
15532,11475,33,107,0,1,1,0,0,15532
273441,2694,25,50,3,1,1,0,0,273441
15533,165,7,12,3,0,0,0,0,15533
216608,2406,27,46,0,0,0,0,0,216608
41207,0,0,0,0,0,0,0,0,41207
63509,6502,40,74,0,0,0,0,0,63509
117497,520,10,22,3,0,0,0,0,117497
177186,9447,49,94,3,0,0,0,0,177186
184513,871,13,29,3,0,0,0,0,184513
204822,485,11,21,3,0,0,0,0,204822
217843,376,9,19,0,0,0,0,0,217843
236745,212,8,14,0,0,0,0,0,236745
369374,91,5,9,3,0,0,0,0,369374
15539,687,14,25,0,0,1,0,0,15539
76018,61,3,7,3,0,0,0,0,76018
232160,318,7,17,3,0,1,0,0,232160
292560,685,13,25,3,0,1,0,0,292560
180176,6,1,2,0,1,0,0,0,180176
255305,136,6,11,0,1,0,0,0,255305
346442,27459,57,165,0,1,0,0,0,346442
18726,136,6,11,0,0,0,0,0,18726
26187,61,5,6,1,0,0,0,0,26187
63118,3512,29,57,3,0,0,0,0,63118
108931,1258,21,34,0,0,0,0,0,108931
150821,152,6,11,0,0,0,0,0,150821
165712,730,13,25,0,1,0,0,0,165712
185051,1126,20,32,0,0,0,0,0,185051
207896,46,4,6,3,0,0,0,0,207896
242097,29,3,4,0,1,0,0,0,242097
282793,69,5,7,0,0,0,0,0,282793
300946,1535,18,34,0,0,0,0,0,300946
316004,139,5,11,0,0,0,0,0,316004
332637,2649,22,50,3,1,0,0,0,332637
359432,7109,36,80,0,0,0,0,0,359432
368977,2436,24,49,3,1,0,0,0,368977
15544,821,15,28,3,0,1,0,0,15544
106777,110,5,10,2,0,1,0,0,106777
290057,967,15,31,0,0,1,0,0,290057
296602,5343,43,66,0,0,1,0,0,296602
330738,36,4,6,3,0,1,0,0,330738
349139,170,8,13,0,0,1,0,0,349139
15545,349,9,18,3,0,0,0,0,15545
38896,30,1,5,0,0,0,0,0,38896
48802,13,2,3,0,0,0,0,0,48802
134579,6,2,2,0,0,0,0,0,134579
17332,150,6,12,0,0,0,0,0,17332
315519,783,15,26,0,0,0,0,0,315519
15550,279,5,16,1,0,1,0,0,15550
161481,1217,18,34,3,0,1,0,0,161481
245973,104,5,10,3,0,1,0,0,245973
253933,1783,17,42,0,0,1,0,0,253933
54268,2221,22,47,3,0,0,0,0,54268
86032,322,9,14,0,0,0,0,0,86032
187887,2566,23,50,3,0,0,0,0,187887
196290,38,3,6,0,0,0,0,0,196290
207954,2038,26,43,0,0,0,0,0,207954
281042,1438,12,37,0,0,0,0,0,281042
310451,430,12,20,3,0,0,0,0,310451
330840,850,12,29,3,0,0,0,0,330840
350425,2474,20,49,3,0,0,0,0,350425
15557,122,7,10,0,1,0,0,0,15557
69115,109,6,9,2,1,0,0,0,69115
186047,1919,24,39,0,0,0,0,0,186047
15559,287,9,16,3,0,0,0,0,15559
32801,421,9,20,3,0,0,0,0,32801
65873,406,8,20,0,0,0,0,0,65873
263318,1052,18,31,0,0,0,0,0,263318
291768,20,3,3,3,0,0,0,0,291768
358163,6282,42,77,0,0,0,0,0,358163
86600,809,6,28,0,1,0,0,0,86600
122562,120,5,10,0,1,0,0,0,122562
128336,144,8,10,0,0,0,0,0,128336
196197,61,4,7,0,0,0,0,0,196197
222014,2298,24,47,3,1,0,0,0,222014
241649,44,5,6,0,1,0,0,0,241649
288407,120,5,10,3,1,0,0,0,288407
340857,533,11,22,3,1,0,0,0,340857
15562,1303,22,35,3,0,0,0,0,15562
65968,450,10,21,0,0,0,0,0,65968
277286,1479,20,37,3,0,0,0,0,277286
332840,2510,31,47,0,0,0,0,0,332840
83288,103,5,10,3,0,0,0,0,83288
127273,429,13,20,0,0,0,0,0,127273
136831,607,15,22,0,0,0,0,0,136831
164003,4645,34,60,0,0,0,0,0,164003
174569,351,11,17,0,0,0,0,0,174569
304103,789,17,25,0,1,0,0,0,304103
15565,4856,28,69,0,1,0,0,0,15565
90920,630,14,24,0,1,0,0,0,90920
91431,521,8,22,3,1,0,0,0,91431
223135,3094,32,50,3,1,0,0,0,223135
245707,1900,13,43,0,0,0,0,0,245707
289151,2527,23,50,0,1,0,0,0,289151
346649,717,15,26,0,1,0,0,0,346649
397852,95,6,9,0,1,0,0,0,397852
15567,26,2,5,0,0,0,0,0,15567
272296,965,19,30,3,0,0,0,0,272296
368931,339,9,18,0,0,0,0,0,368931
15570,195,7,13,0,0,1,0,0,15570
44010,1182,18,34,3,0,1,0,0,44010
184383,1175,16,34,0,0,0,0,0,184383
217052,2311,16,48,3,0,1,0,0,217052
270097,179,6,13,0,0,0,0,0,270097
15576,540,8,23,0,0,0,0,0,15576
172099,259,9,16,0,1,0,0,0,172099
214823,1308,18,35,3,1,0,0,0,214823
15577,8778,45,93,3,0,1,0,0,15577
152102,3772,28,61,3,0,1,0,0,152102
195272,917,15,30,0,0,0,0,0,195272
201256,116,7,10,0,0,0,0,0,201256
236847,11778,54,107,0,0,1,0,0,236847
15579,753,15,22,0,0,0,0,0,15579
138405,775,18,27,0,0,0,0,0,138405
33492,2015,28,42,0,0,0,0,0,33492
62472,279,10,14,3,0,0,0,0,62472
107185,137,6,11,0,0,0,0,0,107185
267968,104,5,10,0,0,0,0,0,267968
299431,301,9,17,0,0,0,0,0,299431
311361,6268,43,70,0,0,0,0,0,311361
149382,188,7,13,3,1,0,0,0,149382
302521,232,8,14,3,0,0,0,0,302521
360685,400,10,19,0,1,0,0,0,360685
15583,34,4,5,0,1,1,0,0,15583
15585,165,6,11,0,0,0,0,0,15585
170801,7562,46,81,0,0,0,0,0,170801
241137,27,3,5,1,0,1,0,0,241137
15589,1163,19,33,0,1,0,0,0,15589
35626,465,11,21,0,1,0,0,0,35626
45308,327,8,17,0,1,0,0,0,45308
80316,44,4,5,0,1,0,0,0,80316
289041,465,11,21,0,1,0,0,0,289041
342937,1800,26,40,3,0,1,0,0,342937
389449,625,11,24,0,1,0,0,0,389449
15592,3583,4,59,0,0,1,0,0,15592
170450,4288,10,65,0,0,1,0,0,170450
288789,34241,97,182,3,0,1,0,0,288789
18932,63,4,6,0,0,0,0,0,18932
29836,129,6,8,0,0,1,0,0,29836
50498,61,4,6,0,0,0,0,0,50498
112932,6,1,2,0,0,1,0,0,112932
194510,928,17,27,3,0,1,0,0,194510
255895,893,16,26,3,0,1,0,0,255895
15597,0,0,0,0,1,0,0,0,15597
141591,149,8,12,0,1,0,0,0,141591
258702,152,8,12,0,0,0,0,0,258702
128398,441,8,20,0,0,0,0,0,128398
185375,8,1,2,0,0,0,0,0,185375
187039,327,11,16,3,1,0,0,0,187039
202773,0,0,0,0,0,0,0,0,202773
275042,329,11,16,3,1,0,0,0,275042
295640,1558,23,39,0,0,0,0,0,295640
304847,408,12,18,3,1,1,0,0,304847
356260,49,3,7,0,1,0,0,0,356260
15605,3680,30,53,3,0,0,0,0,15605
66111,1,1,1,0,0,0,0,0,66111
125375,14534,60,111,3,0,0,0,0,125375
178557,4425,38,61,3,0,0,0,0,178557
209706,2832,25,50,0,0,0,0,0,209706
278545,2047,25,44,0,0,0,0,0,278545
333851,514,13,22,0,0,0,0,0,333851
15606,37,4,5,3,1,0,0,0,15606
166138,65,5,8,0,0,0,0,0,166138
15607,30,3,5,0,0,0,0,0,15607
114988,30,3,5,0,0,1,0,0,114988
15608,1378,16,32,3,1,0,0,0,15608
235168,989,15,22,0,1,0,0,0,235168
15610,258,7,16,0,0,1,0,0,15610
36577,6523,38,79,3,1,1,0,0,36577
74311,638,14,19,0,0,1,0,0,74311
120177,249,6,15,0,1,1,0,0,120177
